timestamp_utc,image_path,mask_path
20260227T031000Z,data/raw/2026-02-27/master/frames/himawari_20260227T031000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T031000Z_mask.png
20260227T032000Z,data/raw/2026-02-27/master/frames/himawari_20260227T032000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T032000Z_mask.png
20260227T033000Z,data/raw/2026-02-27/master/frames/himawari_20260227T033000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T033000Z_mask.png
20260227T034000Z,data/raw/2026-02-27/master/frames/himawari_20260227T034000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T034000Z_mask.png
20260227T035000Z,data/raw/2026-02-27/master/frames/himawari_20260227T035000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T035000Z_mask.png
20260227T040000Z,data/raw/2026-02-27/master/frames/himawari_20260227T040000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T040000Z_mask.png
20260227T041000Z,data/raw/2026-02-27/master/frames/himawari_20260227T041000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T041000Z_mask.png
20260227T042000Z,data/raw/2026-02-27/master/frames/himawari_20260227T042000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T042000Z_mask.png
20260227T043000Z,data/raw/2026-02-27/master/frames/himawari_20260227T043000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T043000Z_mask.png
20260227T044000Z,data/raw/2026-02-27/master/frames/himawari_20260227T044000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T044000Z_mask.png
20260227T045000Z,data/raw/2026-02-27/master/frames/himawari_20260227T045000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T045000Z_mask.png
20260227T050000Z,data/raw/2026-02-27/master/frames/himawari_20260227T050000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T050000Z_mask.png
20260227T051000Z,data/raw/2026-02-27/master/frames/himawari_20260227T051000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T051000Z_mask.png
20260227T052000Z,data/raw/2026-02-27/master/frames/himawari_20260227T052000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T052000Z_mask.png
20260227T053000Z,data/raw/2026-02-27/master/frames/himawari_20260227T053000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T053000Z_mask.png
20260227T054000Z,data/raw/2026-02-27/master/frames/himawari_20260227T054000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T054000Z_mask.png
