timestamp_utc,image_path,mask_path
20260301T034000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T034000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T034000Z_mask.png
20260301T035000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T035000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T035000Z_mask.png
20260301T040000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T040000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T040000Z_mask.png
20260301T041000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T041000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T041000Z_mask.png
20260301T042000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T042000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T042000Z_mask.png
20260301T043000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T043000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T043000Z_mask.png
20260301T044000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T044000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T044000Z_mask.png
20260301T045000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T045000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T045000Z_mask.png
20260301T050000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T050000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T050000Z_mask.png
20260301T051000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T051000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T051000Z_mask.png
20260301T052000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T052000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T052000Z_mask.png
20260301T053000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T053000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T053000Z_mask.png
20260301T054000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T054000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T054000Z_mask.png
20260301T055000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T055000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T055000Z_mask.png
20260301T060000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T060000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T060000Z_mask.png
20260301T061000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T061000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T061000Z_mask.png
20260301T062000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T062000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T062000Z_mask.png
20260301T063000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T063000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T063000Z_mask.png
20260301T064000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T064000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T064000Z_mask.png
20260301T065000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T065000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T065000Z_mask.png
20260301T070000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T070000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T070000Z_mask.png
20260301T071000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T071000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T071000Z_mask.png
20260301T072000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T072000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T072000Z_mask.png
20260301T073000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T073000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T073000Z_mask.png
20260301T074000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T074000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T074000Z_mask.png
20260301T075000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T075000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T075000Z_mask.png
20260301T080000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T080000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T080000Z_mask.png
20260301T081000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T081000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T081000Z_mask.png
20260301T082000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T082000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T082000Z_mask.png
20260301T083000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T083000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T083000Z_mask.png
20260301T084000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T084000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T084000Z_mask.png
20260301T085000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T085000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T085000Z_mask.png
20260301T090000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T090000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T090000Z_mask.png
20260301T091000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T091000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T091000Z_mask.png
20260301T092000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T092000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T092000Z_mask.png
20260301T093000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T093000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T093000Z_mask.png
20260301T094000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T094000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T094000Z_mask.png
20260301T095000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T095000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T095000Z_mask.png
20260301T100000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T100000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T100000Z_mask.png
20260301T101000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T101000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T101000Z_mask.png
20260301T102000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T102000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T102000Z_mask.png
20260301T103000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T103000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T103000Z_mask.png
20260301T104000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T104000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T104000Z_mask.png
20260301T105000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T105000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T105000Z_mask.png
20260301T110000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T110000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T110000Z_mask.png
20260301T111000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T111000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T111000Z_mask.png
20260301T112000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T112000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T112000Z_mask.png
20260301T113000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T113000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T113000Z_mask.png
20260301T114000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T114000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T114000Z_mask.png
20260301T115000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T115000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T115000Z_mask.png
20260301T120000Z,data/japan_raw/2026-03-02/master/frames/himawari_20260301T120000Z.png,out/2026-03-02/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T120000Z_mask.png
