timestamp_utc,image_path,mask_path
20260228T211000Z,data/raw/2026-03-01/master/frames/himawari_20260228T211000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T211000Z_mask.png
20260228T212000Z,data/raw/2026-03-01/master/frames/himawari_20260228T212000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T212000Z_mask.png
20260228T213000Z,data/raw/2026-03-01/master/frames/himawari_20260228T213000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T213000Z_mask.png
20260228T214000Z,data/raw/2026-03-01/master/frames/himawari_20260228T214000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T214000Z_mask.png
20260228T215000Z,data/raw/2026-03-01/master/frames/himawari_20260228T215000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T215000Z_mask.png
20260228T220000Z,data/raw/2026-03-01/master/frames/himawari_20260228T220000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T220000Z_mask.png
20260228T221000Z,data/raw/2026-03-01/master/frames/himawari_20260228T221000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T221000Z_mask.png
20260228T222000Z,data/raw/2026-03-01/master/frames/himawari_20260228T222000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T222000Z_mask.png
20260228T223000Z,data/raw/2026-03-01/master/frames/himawari_20260228T223000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T223000Z_mask.png
20260228T224000Z,data/raw/2026-03-01/master/frames/himawari_20260228T224000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T224000Z_mask.png
20260228T225000Z,data/raw/2026-03-01/master/frames/himawari_20260228T225000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T225000Z_mask.png
20260228T230000Z,data/raw/2026-03-01/master/frames/himawari_20260228T230000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T230000Z_mask.png
20260228T231000Z,data/raw/2026-03-01/master/frames/himawari_20260228T231000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T231000Z_mask.png
20260228T232000Z,data/raw/2026-03-01/master/frames/himawari_20260228T232000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T232000Z_mask.png
20260228T233000Z,data/raw/2026-03-01/master/frames/himawari_20260228T233000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T233000Z_mask.png
20260228T234000Z,data/raw/2026-03-01/master/frames/himawari_20260228T234000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T234000Z_mask.png
20260228T235000Z,data/raw/2026-03-01/master/frames/himawari_20260228T235000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260228T235000Z_mask.png
20260301T000000Z,data/raw/2026-03-01/master/frames/himawari_20260301T000000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T000000Z_mask.png
20260301T001000Z,data/raw/2026-03-01/master/frames/himawari_20260301T001000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T001000Z_mask.png
20260301T002000Z,data/raw/2026-03-01/master/frames/himawari_20260301T002000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T002000Z_mask.png
20260301T003000Z,data/raw/2026-03-01/master/frames/himawari_20260301T003000Z.png,out/2026-03-01/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260301T003000Z_mask.png
